TRAVEL_ID,TRIP_ID,START_VISIT_AREA_ID,END_VISIT_AREA_ID,START_DT_MIN,END_DT_MIN,MVMN_CD_1,MVMN_CD_2
c_c000952,2208280006,,2208280006,,2022-08-28 17:00:00.000,4,
c_c005568,2210090002,,2210090002,,2022-10-09 20:00:00.000,8,13
c_c013527,2211040007,,2211040007,,2022-11-04 19:00:00.000,2,
c_c002608,2209250003,,2209250003,,2022-09-25 18:30:00.000,1,
c_c005047,2210080001,2210080001,,2022-10-08 10:00:00.000,,,
c_c002314,2209210002,,2209210002,,2022-09-21 10:00:00.000,15,
c_c008964,2210260006,,2210260006,,2022-10-26 21:30:00.000,1,
c_c003247,2210100002,,2210100002,,2022-10-10 09:30:00.000,1,
c_c008234,2210300006,,2210300006,,2022-10-30 22:30:00.000,1,1
c_c002165,2209090006,,2209090006,,2022-09-09 16:30:00.000,15,15
c_c000520,2208280009,,2208280009,,2022-08-28 20:30:00.000,1,
c_c002946,2209280005,,2209280005,,2022-09-28 13:30:00.000,1,
c_c007527,2210290001,2210290001,,2022-10-29 08:30:00.000,,,
c_c001951,2209090004,,2209090004,,2022-09-09 11:30:00.000,1,
c_c003920,2209300001,2209300001,,2022-09-30 18:00:00.000,,,
c_c010890,2210270006,,2210270006,,2022-10-27 15:30:00.000,1,1
c_c005003,2210090003,,2210090003,,2022-10-09 18:00:00.000,1,
c_c009233,2210300002,,2210300002,,2022-10-30 21:30:00.000,1,
c_c011534,2210290002,,2210290002,,2022-10-29 11:30:00.000,15,
c_c012020,2210290016,,2210290016,,2022-10-29 17:00:00.000,1,
c_c012772,2211050002,,2211050002,,2022-11-05 10:30:00.000,1,
c_c001294,2208200001,,2208200001,,2022-08-20 09:30:00.000,15,
c_c003139,2210020009,,2210020009,,2022-10-02 21:30:00.000,15,
c_c007852,2210220002,,2210220002,,2022-10-22 11:00:00.000,1,1
c_c014425,2211130005,,2211130005,,2022-11-13 16:00:00.000,1,1
c_c009079,2210290012,,2210290012,,2022-10-29 22:30:00.000,8,
c_c002097,2209240008,,2209240008,,2022-09-24 21:00:00.000,15,
c_c005349,2210190006,,2210190006,,2022-10-19 19:00:00.000,1,
c_c001111,2209020002,,2209020002,,2022-09-02 08:00:00.000,1,
c_c001922,2209150006,,2209150006,,2022-09-15 14:00:00.000,1,
c_c002867,2209250006,,2209250006,,2022-09-25 16:00:00.000,1,
c_c008149,2210290012,,2210290012,,2022-10-29 13:30:00.000,12,
c_c014191,2211100001,2211100001,,2022-11-10 13:30:00.000,,,
c_c004669,2210030003,,2210030003,,2022-10-03 12:30:00.000,1,
c_c013878,2211050002,,2211050002,,2022-11-05 11:30:00.000,1,
c_c008977,2210300004,,2210300004,,2022-10-30 11:30:00.000,15,
c_c001857,2209040003,,2209040003,,2022-09-04 14:30:00.000,13,
c_c002547,2209190009,,2209190009,,2022-09-19 21:00:00.000,15,
c_c000236,2208130005,,2208130005,,2022-08-13 21:00:00.000,15,15
c_c004809,2210180001,2210180001,,2022-10-18 11:30:00.000,,,
c_c009349,2211050005,,2211050005,,2022-11-05 15:30:00.000,13,
c_c000935,2208200008,,2208200008,,2022-08-20 20:30:00.000,15,
c_c012704,2211020006,,2211020006,,2022-11-02 02:30:00.000,14,15
c_c012235,2211010003,,2211010003,,2022-11-01 14:00:00.000,1,
c_c007519,2211060004,,2211060004,,2022-11-06 14:30:00.000,1,
c_c000340,2208310007,,2208310007,,2022-08-31 17:30:00.000,14,
c_c007973,2210220009,,2210220009,,2022-10-22 16:00:00.000,1,15
c_c011351,2210300002,,2210300002,,2022-10-30 19:30:00.000,1,1
c_c001395,2208250008,,2208250008,,2022-08-25 15:00:00.000,15,
c_c000799,2208200003,,2208200003,,2022-08-20 17:30:00.000,2,
c_c002623,2209160002,,2209160002,,2022-09-16 08:00:00.000,1,
c_c012306,2211050002,,2211050002,,2022-11-05 09:00:00.000,15,
c_c004337,2210020010,,2210020010,,2022-10-02 18:00:00.000,15,
c_c006714,2210150005,,2210150005,,2022-10-15 06:30:00.000,1,
c_c002359,2209120004,,2209120004,,2022-09-12 13:30:00.000,13,
c_c004900,2210080003,,2210080003,,2022-10-08 10:00:00.000,4,
c_c007448,2210290002,,2210290002,,2022-10-29 17:30:00.000,1,
c_c011799,2210310002,,2210310002,,2022-10-31 09:00:00.000,15,
c_c003473,2210020002,,2210020002,,2022-10-02 13:00:00.000,1,
c_c004566,2210040006,,2210040006,,2022-10-04 19:00:00.000,1,
c_c004903,2210280002,,2210280002,,2022-10-28 13:30:00.000,1,
c_c002782,2209220002,,2209220002,,2022-09-22 17:30:00.000,4,15
c_c008995,2211040005,,2211040005,,2022-11-04 19:00:00.000,15,
c_c008992,2210300001,2210300001,,2022-10-30 06:00:00.000,,,
c_c014284,2211100010,,2211100010,,2022-11-10 15:00:00.000,15,
c_c006421,2210220004,,2210220004,,2022-10-22 18:00:00.000,1,
c_c002999,2209240005,,2209240005,,2022-09-24 10:30:00.000,2,
d_d003401,2210090001,,2210090001,,2022-10-09 12:30:00.000,1,
c_c000395,2208190004,,2208190004,,2022-08-19 12:00:00.000,1,
c_c011164,2210290009,,2210290009,,2022-10-29 17:30:00.000,15,
c_c004429,2210060001,2210060001,,2022-10-06 08:30:00.000,,,
c_c002476,2209170005,,2209170005,,2022-09-17 13:30:00.000,15,
c_c009053,2211060004,,2211060004,,2022-11-06 13:00:00.000,13,15
c_c002890,2210080004,,2210080004,,2022-10-08 20:00:00.000,13,15
c_c000715,2208310002,,2208310002,,2022-08-31 11:30:00.000,13,
c_c008157,2210240001,2210240001,,2022-10-24 11:00:00.000,,,
c_c002947,2210010002,,2210010002,,2022-10-01 14:00:00.000,1,
c_c002991,2209230004,,2209230004,,2022-09-23 10:30:00.000,1,
c_c005132,2210100006,,2210100006,,2022-10-10 14:00:00.000,1,
c_c000545,2208270008,,2208270008,,2022-08-27 15:30:00.000,15,
c_c005761,2210080006,,2210080006,,2022-10-08 14:00:00.000,1,
c_c008895,2211050006,,2211050006,,2022-11-05 16:30:00.000,1,15
c_c010881,2210310005,,2210310005,,2022-10-31 15:30:00.000,1,
c_c000306,2208280005,,2208280005,,2022-08-28 15:30:00.000,4,
c_c009049,2211050003,,2211050003,,2022-11-05 12:00:00.000,15,
c_c002863,2209280003,,2209280003,,2022-09-28 11:30:00.000,7,
c_c013247,2211040006,,2211040006,,2022-11-04 19:00:00.000,1,1
c_c000374,2209010006,,2209010006,,2022-09-01 08:00:00.000,1,
c_c012670,2211050007,,2211050007,,2022-11-05 14:30:00.000,15,
c_c011404,2210290004,,2210290004,,2022-10-29 16:00:00.000,1,
c_c003357,2210210004,,2210210004,,2022-10-21 19:00:00.000,4,
c_c013840,2211060005,,2211060005,,2022-11-06 16:00:00.000,5,15
c_c012286,2211060006,,2211060006,,2022-11-06 19:30:00.000,1,
c_c003384,2209250002,,2209250002,,2022-09-25 23:30:00.000,1,
c_c014241,2211130003,,2211130003,,2022-11-13 15:00:00.000,1,
c_c000255,2208070005,,2208070005,,2022-08-07 15:00:00.000,15,
c_c006216,2210130005,,2210130005,,2022-10-13 15:00:00.000,15,
c_c004072,2210020005,,2210020005,,2022-10-02 20:30:00.000,8,
c_c011323,2210270002,,2210270002,,2022-10-27 14:00:00.000,1,
c_c000203,2208150009,,2208150009,,2022-08-15 23:30:00.000,1,
c_c003861,2210010002,,2210010002,,2022-10-01 20:00:00.000,15,
c_c003378,2209240005,,2209240005,,2022-09-24 17:30:00.000,1,
c_c002053,2209240006,,2209240006,,2022-09-24 15:30:00.000,1,
c_c010029,2210280005,,2210280005,,2022-10-28 14:00:00.000,15,
c_c007894,2210290004,,2210290004,,2022-10-29 09:30:00.000,4,
c_c005523,2210080004,,2210080004,,2022-10-08 14:30:00.000,1,
c_c003223,2210040004,,2210040004,,2022-10-04 15:00:00.000,13,14
d_d010224,2211050004,,2211050004,,2022-11-05 16:30:00.000,15,
c_c001015,2208210001,,2208210001,,2022-08-21 11:30:00.000,1,
c_c002721,2209260004,,2209260004,,2022-09-26 12:00:00.000,1,
c_c009238,2210300003,,2210300003,,2022-10-30 11:00:00.000,1,
c_c002454,2209270007,,2209270007,,2022-09-27 11:00:00.000,7,5
c_c011588,2210290005,,2210290005,,2022-10-29 13:30:00.000,15,
c_c014266,2211090004,,2211090004,,2022-11-09 13:30:00.000,1,
c_c004257,2210080004,,2210080004,,2022-10-08 16:30:00.000,1,1
c_c006074,2210220001,2210220001,,2022-10-22 09:00:00.000,,,
c_c011952,2210300003,,2210300003,,2022-10-30 11:30:00.000,1,
c_c001755,2208270001,2208270001,,2022-08-27 13:30:00.000,,,
c_c002743,2209220001,,2209220001,,2022-09-22 10:30:00.000,15,
c_c009481,2211040003,,2211040003,,2022-11-04 15:30:00.000,1,1
c_c000256,2208160003,,2208160003,,2022-08-16 21:30:00.000,13,15
c_c002884,2209200003,,2209200003,,2022-09-20 13:30:00.000,1,
c_c005746,2210270005,,2210270005,,2022-10-27 14:00:00.000,1,
c_c004401,2210050013,,2210050013,,2022-10-05 20:30:00.000,1,
c_c011283,2210300001,,2210300001,,2022-10-30 10:30:00.000,1,
c_c003613,2209300010,,2209300010,,2022-09-30 04:30:00.000,15,
c_c002842,2209210003,,2209210003,,2022-09-21 15:30:00.000,4,15
c_c000709,2208240001,,2208240001,,2022-08-24 06:30:00.000,14,
c_c002444,2209240002,,2209240002,,2022-09-24 12:30:00.000,1,
c_c006763,2210300006,,2210300006,,2022-10-30 17:00:00.000,15,
c_c003224,2210090005,,2210090005,,2022-10-09 12:00:00.000,15,
c_c007516,2210300006,,2210300006,,2022-10-30 17:00:00.000,1,
c_c001567,2208220009,,2208220009,,2022-08-22 15:30:00.000,15,
c_c001270,2208290006,,2208290006,,2022-08-29 14:00:00.000,1,1
c_c006527,2210220005,,2210220005,,2022-10-22 16:00:00.000,15,
