COMPANION_SEQ,TRAVEL_ID,REL_CD,COMPANION_GENDER,COMPANION_AGE_GRP,COMPANION_SITUATION
1,b_b002148,7,2,6,1
2,b_b003652,2,1,1,1
2,b_b002539,5,1,4,1
2,b_b001374,3,2,6,1
1,b_b003094,1,2,6,1
1,b_b010824,1,1,5,1
1,b_b006636,8,1,4,2
2,b_b009803,2,1,2,1
1,b_b000347,1,1,6,1
1,b_b006728,7,1,4,1
2,b_b000924,2,2,5,1
3,b_b001393,2,2,2,1
2,b_b006617,2,1,2,1
2,b_b000927,7,2,5,3
2,b_b013779,3,2,6,1
2,b_b008243,2,2,1,1
3,b_b001223,2,2,1,1
1,b_b001325,1,1,4,1
2,b_b004977,7,2,3,1
4,b_b000568,2,2,1,1
