TRAVEL_ID,VISIT_AREA_NM,SI,Dong_Eup,VISIT_AREA_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,RESIDENCE_TIME_MIN,REVISIT_YN,TRAVELER_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM,DGSTFN_div_mean,REVISIT_INTENTION_div_mean,RCMDTN_INTENTION_div_mean,new_variable,new_variable_renewed
d_d009075,천제연폭포,서귀포,중문동,1,5.0,5.0,5.0,60.0,0,d009075,3,여,20,0,5,1,2,3,2,3,6,2,2.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d012349,제주곶자왈도립공원,서귀포,대정읍,1,5.0,4.0,4.0,120.0,0,d012349,3,여,40,0,1,4,3,4,1,3,4,5,2.0,2,1,1.0,0.8888888888888888,0.8888888888888888,-0.14064226355178178,-0.09362328725821681
d_d000487,올레길 7코스(서귀포-월평 올레),서귀포,서귀동,7,4.0,3.0,4.0,30.0,0,d000487,22,여,20,0,3,3,3,2,4,3,5,6,2.0,2,1,1.0,0.9230769230769231,0.9411764705882353,-0.08674910503664532,-0.06481612194799617
d_d003715,제주동문재래시장,제주,이도일동,4,4.0,5.0,5.0,30.0,1,d003715,22,여,20,0,6,1,1,7,6,7,1,7,1.0,6,6,1.0,1.0,1.0,0.0,0.0
d_d006028,이중섭미술관,서귀포,서귀동,3,3.0,3.0,3.0,60.0,0,d006028,8,남,30,0,1,1,1,6,7,1,7,2,1.0,5,0,0.75,0.75,0.75,-0.4267370323581939,-0.34528362569480375
d_d005129,서귀포매일올레시장,서귀포,서귀동,4,5.0,5.0,5.0,30.0,1,d005129,2,여,30,0,2,2,6,2,4,6,6,5,3.0,1,3,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.18966090327030843,0.15345938919769067
d_d010257,방주교회,서귀포,안덕면,2,4.0,3.0,3.0,30.0,0,d010257,6,여,40,0,2,2,3,1,1,3,3,7,3.0,2,4,0.8888888888888888,0.75,0.75,-0.3654637327100357,-0.27048849827046156
d_d003454,제주추사관,서귀포,대정읍,2,5.0,5.0,5.0,60.0,0,d003454,3,남,40,1,1,4,1,4,6,1,6,6,1.0,4,0,1.0,1.0,1.0,0.0,0.0
d_d005347,산방산탄산온천,서귀포,안덕면,6,5.0,5.0,5.0,330.0,1,d005347,8,여,30,0,3,1,3,1,3,3,5,6,1.0,2,1,1.1111111111111112,1.25,1.25,0.3654637327100357,0.27048849827046156
d_d012261,스누피가든,제주,구좌읍,6,5.0,5.0,5.0,270.0,0,d012261,22,남,20,1,2,2,2,2,4,2,5,7,1.0,2,1,1.0,1.0,1.0,0.0,0.0
d_d002412,스누피가든,제주,구좌읍,3,5.0,3.0,5.0,120.0,0,d002412,28,여,30,0,3,2,5,3,3,4,5,5,6.0,4,1,1.153846153846154,0.8999999999999999,1.25,0.14663141014393583,-0.0014109712315852182
d_d001625,관음사,제주,아라일동,1,4.0,4.0,4.0,30.0,1,d001625,9,남,20,0,5,3,2,5,4,3,3,4,2.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d009149,장한철 생가,제주,애월읍,2,3.0,3.0,3.0,30.0,0,d009149,1,여,40,1,2,3,5,2,2,2,1,2,2.0,2,1,1.0,1.0,1.0,0.0,0.0
d_d010245,남원큰엉해변,서귀포,남원읍,1,5.0,5.0,5.0,60.0,0,d010245,22,여,30,1,2,7,2,1,4,4,5,7,1.0,2,1,1.0638297872340425,1.1111111111111112,1.0638297872340425,0.1410629701711247,0.12799721815961662
d_d003049,한담몰,제주,애월읍,4,4.0,4.0,4.0,30.0,0,d003049,2,여,20,0,4,2,2,3,4,4,5,5,1.0,5,3,0.9230769230769231,0.9230769230769231,0.9230769230769231,-0.1313037022640596,-0.1062411155984011
d_d003785,홈플러스 서귀포점,서귀포,동홍동,4,4.0,4.0,3.0,60.0,1,d003785,1,여,30,0,2,2,2,4,2,3,4,4,2.0,3,1,0.8888888888888888,0.8888888888888888,0.75,-0.27114403210100235,-0.15345938919769067
d_d007774,휴애리자연생활공원,서귀포,남원읍,6,4.0,3.0,3.0,90.0,0,d007774,6,남,20,0,1,1,1,4,6,4,6,3,2.0,2,1,0.9230769230769231,0.75,0.75,-0.35038107433510424,-0.25207738998139256
d_d001558,성산일출봉,서귀포,성산읍,1,5.0,5.0,5.0,60.0,0,d001558,27,여,20,0,2,3,2,5,5,3,2,6,7.0,1,0,1.0344827586206897,1.0714285714285714,1.0344827586206897,0.0839502499454051,0.07875622369154749
d_d003442,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,60.0,1,d003442,21,여,20,0,1,1,2,4,4,2,4,7,3.0,2,1,1.1111111111111112,1.0,1.0,0.04901863971852673,0.05983610193947382
d_d001904,검멀레해변,제주,우도면,1,4.0,4.0,4.0,30.0,1,d001904,1,여,20,1,3,2,6,2,2,6,6,2,3.0,6,3,1.0,1.0,0.8888888888888888,-0.06518650306455512,0.0
d_d009051,9.81파크,제주,애월읍,6,4.0,4.0,4.0,60.0,0,d009051,1,여,20,0,2,2,2,2,1,1,1,6,2.0,6,1,1.1428571428571428,1.1428571428571428,1.1428571428571428,0.24384973277611072,0.1973049289684592
d_d002948,올레야시장,서귀포,서귀동,4,3.0,3.0,3.0,0.0,0,d002948,24,여,20,0,1,2,1,6,4,1,7,7,1.0,3,0,0.7826086956521738,0.8181818181818182,0.72,-0.38364908457004077,-0.27027237701557816
d_d004284,제주해양동물박물관,서귀포,성산읍,2,5.0,5.0,5.0,120.0,0,d004284,8,남,30,1,2,2,2,4,1,4,1,6,3.0,3,2,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.18966090327030843,0.15345938919769067
a_a011544,오설록티뮤지엄,서귀포,안덕면,3,3.0,4.0,4.0,60.0,0,a011544,21,여,40,0,4,2,2,4,2,4,2,6,8.0,4,1,0.6923076923076924,0.8571428571428571,0.8571428571428571,-0.316569692798101,-0.2860727725050413
d_d011354,서귀포매일올레시장,서귀포,서귀동,4,4.0,4.0,4.0,60.0,1,d011354,10,여,40,1,2,2,3,3,2,2,6,7,2.0,3,0,1.0,1.0666666666666667,1.1428571428571428,0.12908467451819247,0.05617397235493004
d_d003925,세계자동차&피아노박물관,서귀포,안덕면,2,5.0,5.0,5.0,120.0,1,d003925,6,여,40,1,1,1,1,1,1,6,7,7,1.0,5,3,1.0,1.0,1.0,0.0,0.0
d_d000699,섭지코지,서귀포,성산읍,1,3.0,1.0,2.0,60.0,0,d000699,2,여,30,0,5,3,6,3,5,3,2,5,1.0,7,1,0.75,0.4166666666666667,0.5,-0.7997739457151228,-0.6261534874694539
d_d006122,제주동문시장,제주,일도일동,4,5.0,5.0,5.0,30.0,1,d006122,2,남,20,0,5,2,3,3,3,4,3,5,10.0,1,1,1.1111111111111112,1.1111111111111112,1.1764705882352942,0.22800590507298799,0.15345938919769067
d_d000049,서귀포매일올레시장,서귀포,서귀동,4,5.0,5.0,5.0,60.0,0,d000049,1,남,20,0,1,4,1,4,6,4,1,7,2.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d002785,노형수퍼마켙,제주,해안동,3,2.0,2.0,2.0,30.0,0,d002785,27,남,30,0,4,4,2,4,2,4,6,5,1.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d004735,제주아리랑,서귀포,표선면,3,4.0,4.0,4.0,90.0,0,d004735,6,여,20,0,1,4,2,3,4,4,7,6,2.0,1,2,1.0,1.0,1.0,0.0,0.0
d_d004915,서귀포매일올레시장,서귀포,서귀동,4,5.0,5.0,5.0,60.0,1,d004915,1,남,30,0,4,2,2,3,6,6,2,6,3.0,5,3,1.0,1.0,1.0,0.0,0.0
d_d004284,신양섭지해수욕장,서귀포,성산읍,1,4.0,4.0,4.0,30.0,0,d004284,8,남,30,1,2,2,2,4,1,4,1,6,3.0,3,2,0.8888888888888888,0.8888888888888888,0.8888888888888888,-0.18966090327030843,-0.15345938919769067
d_d000046,제주동문재래야시장,제주,이도일동,4,4.0,2.0,5.0,90.0,0,d000046,11,남,40,1,3,5,6,6,3,2,4,2,2.0,1,3,1.0,0.75,1.0714285714285714,-0.12786985198333164,-0.2106523963309877
d_d001876,이마트 서귀포점,서귀포,법환동,4,4.0,3.0,3.0,30.0,0,d001876,21,여,30,0,4,1,4,2,3,3,3,6,1.0,5,1,0.8333333333333334,0.6521739130434783,0.6521739130434783,-0.5137993933051066,-0.382835747804498
d_d012489,오설록티뮤지엄,서귀포,안덕면,3,4.0,3.0,3.0,30.0,1,d012489,2,여,30,0,6,6,2,2,2,6,6,2,6.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d001547,성산일출봉,서귀포,성산읍,1,4.0,3.0,4.0,30.0,0,d001547,2,남,40,1,2,5,2,4,5,3,6,3,2.0,2,1,1.5,1.5,1.7142857142857142,0.9791908920551726,0.6905672513896075
d_d002247,화조원,제주,애월읍,6,5.0,5.0,5.0,120.0,1,d002247,2,여,30,0,4,2,1,1,4,1,1,7,2.0,5,3,1.0,1.0,1.0,0.0,0.0
d_d011338,항파두리 항몽유적지,제주,애월읍,2,4.0,4.0,4.0,60.0,0,d011338,3,여,40,0,4,1,1,4,4,2,4,7,7.0,1,3,1.0,1.0,1.0,0.0,0.0
d_d000878,오설록티뮤지엄,서귀포,안덕면,3,4.0,4.0,4.0,90.0,1,d000878,22,남,30,0,4,5,3,3,4,5,5,6,2.0,1,3,0.9523809523809523,1.0526315789473684,1.0526315789473684,0.0456120311263625,0.018703829223440892
d_d001903,제주성읍마을,서귀포,표선면,7,4.0,4.0,4.0,60.0,0,d001903,2,남,30,0,3,1,2,4,4,4,3,6,1.0,2,1,1.3333333333333333,1.7142857142857142,1.7142857142857142,1.0511847562741767,0.781372295335529
d_d007481,상효원수목원,서귀포,상효동,1,4.0,3.0,4.0,180.0,0,d007481,23,남,30,1,3,1,2,4,4,3,2,6,3.0,2,1,1.0,1.0,1.0,0.0,0.0
d_d003091,목장카페 밭디,서귀포,표선면,4,5.0,5.0,5.0,150.0,0,d003091,11,여,30,1,4,4,4,4,3,3,5,3,1.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d000288,서귀포매일올레시장,서귀포,서귀동,4,4.0,3.0,4.0,90.0,0,d000288,1,여,20,0,2,2,3,2,5,4,5,5,7.0,2,2,0.9230769230769231,0.8181818181818182,0.9230769230769231,-0.2025381614652875,-0.19462673643657777
d_d009398,제주동문시장,제주,일도일동,4,5.0,5.0,5.0,60.0,1,d009398,1,여,20,1,1,1,1,1,1,1,1,2,2.0,3,0,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.18966090327030843,0.15345938919769067
d_d000247,마라도,서귀포,대정읍,1,4.0,3.0,4.0,120.0,0,d000247,3,여,30,0,4,2,2,3,2,2,3,7,6.0,1,1,1.0,0.75,0.9411764705882353,-0.2042859627186714,-0.2106523963309877
d_d000630,중문대포주상절리대,서귀포,중문동,1,5.0,5.0,5.0,30.0,0,d000630,1,남,30,1,2,1,7,1,7,7,7,1,1.0,3,1,1.0,1.0,1.0,0.0,0.0
d_d001666,너븐숭이4.3기념관,제주,조천읍,2,5.0,5.0,5.0,60.0,1,d001666,3,여,30,1,2,4,4,2,2,3,4,4,1.0,2,0,1.0869565217391306,1.1904761904761905,1.0869565217391306,0.2187306700940552,0.20732531756299089
d_d006666,섭지코지,서귀포,성산읍,2,4.0,3.0,4.0,60.0,1,d006666,12,여,60,0,1,6,5,3,3,5,3,4,1.0,2,3,1.0,1.0,1.0,0.0,0.0
d_d000797,협재해수욕장,제주,한림읍,1,5.0,5.0,5.0,30.0,0,d000797,5,여,30,1,1,5,2,2,5,1,6,5,2.0,1,3,1.0,1.0,1.0,0.0,0.0
d_d002793,아쿠아플라넷 제주,서귀포,성산읍,6,5.0,4.0,4.0,150.0,0,d002793,6,여,20,0,6,1,1,1,6,5,2,5,2.0,4,1,1.0,1.0,1.0,0.0,0.0
d_d004464,절물자연휴양림,제주,봉개동,1,5.0,5.0,5.0,120.0,0,d004464,24,남,30,0,2,2,1,2,6,4,2,7,1.0,3,1,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.18966090327030843,0.15345938919769067
d_d000284,세계조가비박물관,서귀포,서홍동,2,4.0,4.0,4.0,60.0,0,d000284,10,남,40,1,1,1,1,1,7,1,1,7,2.0,2,3,0.9230769230769231,1.0,1.0,-0.03393598134359539,-0.04142499365040491
d_d000795,훈데르트바서파크,제주,우도면,6,4.0,2.0,3.0,60.0,0,d000795,28,여,20,1,2,1,6,2,5,3,6,3,1.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d009637,제주동문재래시장,제주,이도일동,4,5.0,5.0,5.0,30.0,1,d009637,22,여,30,0,7,6,1,1,7,7,7,7,7.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d004590,장한철 생가,제주,애월읍,2,3.0,3.0,3.0,60.0,0,d004590,22,여,30,1,4,3,2,2,2,2,2,1,2.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d004219,제주자연생태공원,서귀포,성산읍,1,4.0,5.0,4.0,60.0,0,d004219,9,여,30,0,1,4,2,6,6,1,6,6,2.0,1,1,0.8888888888888888,1.0,0.8888888888888888,-0.11420514278308184,-0.05983610193947382
d_d004040,제주제트 중문점,서귀포,대포동,5,5.0,5.0,5.0,60.0,0,d004040,5,남,20,0,5,2,2,6,6,5,6,2,3.0,2,1,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.18966090327030843,0.15345938919769067
d_d000324,함덕해수욕장,제주,조천읍,1,4.0,4.0,4.0,60.0,0,d000324,4,여,40,1,3,2,4,3,3,6,5,5,2.0,6,2,1.0,1.0,0.8888888888888888,-0.06518650306455512,0.0
d_d001666,용두암,제주,용담2동,1,5.0,5.0,5.0,30.0,0,d001666,3,여,30,1,2,4,4,2,2,3,4,4,1.0,2,0,1.0869565217391306,1.1904761904761905,1.0869565217391306,0.2187306700940552,0.20732531756299089
d_d003442,이마트 제주점,제주,삼도2동,4,4.0,5.0,5.0,30.0,0,d003442,21,여,20,0,1,1,2,4,4,2,4,7,3.0,2,1,0.8888888888888888,1.0,1.0,-0.04901863971852673,-0.05983610193947382
d_d004213,렛츠런파크제주,제주,애월읍,8,5.0,5.0,4.0,90.0,0,d004213,1,여,30,0,2,6,2,5,6,2,7,6,5.0,2,3,1.0,1.0,1.0,0.0,0.0
d_d003297,하우목동항,제주,우도면,5,4.0,4.0,4.0,60.0,1,d003297,5,여,20,0,3,1,2,3,2,2,2,5,3.0,3,1,1.0,1.0,1.0,0.0,0.0
d_d008221,서귀포매일올레시장,서귀포,서귀동,4,3.0,4.0,4.0,30.0,0,d008221,22,여,20,0,4,2,2,5,4,6,1,7,2.0,5,0,1.0,1.0,1.0,0.0,0.0
d_d004710,루나폴,서귀포,안덕면,6,3.0,1.0,2.0,60.0,0,d004710,22,여,20,0,4,3,2,4,4,3,3,5,1.0,1,1,1.0,0.6666666666666666,0.8,-0.34370298697787904,-0.2808698617746503
d_d002575,제주동문재래야시장,제주,이도일동,4,5.0,5.0,5.0,30.0,1,d002575,4,여,20,0,4,2,3,4,4,4,2,4,1.0,2,1,1.1111111111111112,1.1764705882352942,1.1111111111111112,0.23404664473338294,0.2085319111142887
d_d001339,금능해수욕장,제주,한림읍,1,5.0,5.0,5.0,60.0,0,d001339,27,남,40,0,3,1,1,3,3,3,6,4,9.0,2,2,1.0,1.0,1.0,0.0,0.0
d_d002320,제주동문시장,제주,일도일동,4,5.0,5.0,5.0,60.0,1,d002320,22,여,20,0,2,1,2,6,6,3,6,6,1.0,4,0,1.0,1.0714285714285714,1.0714285714285714,0.09041288371185963,0.06018639895171075
d_d001835,제주동문시장,제주,일도일동,4,4.0,3.0,3.0,30.0,1,d001835,2,남,30,0,4,4,4,4,4,4,4,4,2.0,2,1,1.0,0.8181818181818182,0.8181818181818182,-0.23014188581200637,-0.15320174278617285
d_d001835,제주동문시장,제주,일도일동,4,4.0,3.0,3.0,30.0,1,d001835,2,남,30,0,4,4,4,4,4,4,4,4,2.0,2,1,1.0,0.8181818181818182,0.8181818181818182,-0.23014188581200637,-0.15320174278617285
d_d004415,방주교회,서귀포,안덕면,2,4.0,3.0,3.0,30.0,1,d004415,6,여,30,1,3,4,1,2,1,3,2,1,1.0,1,1,0.8888888888888888,0.8571428571428571,0.75,-0.29270282081163856,-0.18020889984289543
d_d011027,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,30.0,1,d011027,21,여,30,0,1,4,3,3,1,3,2,7,1.0,3,2,1.0416666666666667,1.1363636363636362,1.0869565217391306,0.16200231099352178,0.13733984531693227
d_d011027,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,30.0,1,d011027,21,여,30,0,1,4,3,3,1,3,2,7,1.0,3,2,1.0416666666666667,1.1363636363636362,1.0869565217391306,0.16200231099352178,0.13733984531693227
d_d000537,남원큰엉해변,서귀포,남원읍,1,5.0,5.0,5.0,60.0,0,d000537,1,여,20,1,1,1,1,1,5,1,1,5,3.0,3,1,1.0,1.0,1.0,0.0,0.0
d_d010383,서귀포매일올레시장,서귀포,서귀동,4,4.0,3.0,3.0,60.0,1,d010383,1,여,20,0,4,1,3,4,3,4,4,5,3.0,5,1,1.0,0.8571428571428571,0.8571428571428571,-0.1808257674237194,-0.12037279790342159
d_d009051,제주동문재래야시장,제주,이도일동,4,3.0,3.0,3.0,30.0,0,d009051,1,여,20,0,2,2,2,2,1,1,1,6,2.0,6,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,-0.24384973277611088,-0.19730492896845936
d_d003411,올레길 7코스(서귀포-월평 올레),서귀포,서귀동,7,5.0,5.0,5.0,30.0,0,d003411,23,남,40,1,6,1,1,1,1,4,5,3,3.0,5,3,1.0,1.0,1.0,0.0,0.0
d_d004269,감귤박물관,서귀포,신효동,2,5.0,5.0,5.0,120.0,0,d004269,3,남,30,1,1,4,1,4,4,7,1,7,7.0,1,3,1.25,1.25,1.25,0.4267370323581939,0.34528362569480375
d_d011690,여미지식물원,서귀포,색달동,6,4.0,4.0,4.0,120.0,0,d011690,5,남,20,0,2,3,2,6,2,2,6,6,2.0,2,1,0.8888888888888888,1.0,1.0,-0.04901863971852673,-0.05983610193947382
d_d000334,김녕해수욕장,제주,구좌읍,1,5.0,5.0,5.0,30.0,1,d000334,5,여,30,0,1,2,4,4,4,2,2,3,1.0,1,3,1.0526315789473684,1.1111111111111112,1.1111111111111112,0.16386161920792597,0.12196670396638855
d_d004293,노리매,서귀포,대정읍,1,4.0,4.0,4.0,60.0,0,d004293,3,남,30,1,2,1,1,6,6,6,2,7,2.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d000744,협재해수욕장,제주,한림읍,1,5.0,5.0,5.0,30.0,0,d000744,22,여,20,0,1,1,2,1,4,5,3,6,3.0,1,1,1.25,1.4285714285714286,1.1111111111111112,0.4665220900248286,0.49574962307408066
d_d004921,본태박물관,서귀포,안덕면,2,5.0,5.0,5.0,90.0,0,d004921,8,여,30,1,2,3,2,4,6,5,7,7,1.0,2,0,1.25,1.25,1.25,0.4267370323581939,0.34528362569480375
d_d000288,오설록티뮤지엄,서귀포,안덕면,3,5.0,5.0,5.0,180.0,0,d000288,1,여,20,0,2,2,3,2,5,4,5,5,7.0,2,2,1.153846153846154,1.3636363636363638,1.153846153846154,0.40507632293057544,0.38925347287315576
d_d011027,에코랜드테마파크,제주,조천읍,6,5.0,4.0,5.0,240.0,0,d011027,21,여,30,0,1,4,3,3,1,3,2,7,1.0,3,2,1.0416666666666667,0.9090909090909091,1.0869565217391306,0.00766098272419466,-0.05416233316578375
d_d000712,서귀포매일올레시장,서귀포,서귀동,4,5.0,5.0,5.0,60.0,0,d000712,5,남,30,0,2,3,2,4,2,3,6,5,4.0,1,0,1.0,1.1111111111111112,1.1111111111111112,0.14064226355178178,0.09362328725821681
d_d009830,제주동문시장,제주,일도일동,4,5.0,5.0,5.0,30.0,1,d009830,22,여,20,0,4,1,6,4,1,3,5,2,1.0,4,0,1.0,1.0,1.0,0.0,0.0
d_d000487,9.81파크,제주,애월읍,5,4.0,4.0,5.0,90.0,0,d000487,22,여,20,0,3,3,3,2,4,3,5,6,2.0,2,1,1.0,1.2307692307692308,1.1764705882352942,0.2602473151099361,0.19444836584398872
d_d004168,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,0.0,0,d004168,24,여,20,0,1,1,1,4,3,4,7,1,2.0,1,2,1.0,1.0,1.0,0.0,0.0
d_d000889,김녕해수욕장,제주,구좌읍,1,4.0,4.0,4.0,30.0,1,d000889,24,남,40,1,1,4,3,3,4,4,2,4,2.0,2,1,1.0,1.0666666666666667,1.0666666666666667,0.084385358131069,0.05617397235493004
d_d001347,서귀포치유의숲,서귀포,호근동,1,5.0,5.0,5.0,240.0,0,d001347,11,여,20,0,1,1,1,4,4,1,4,7,3.0,2,2,1.0416666666666667,1.0416666666666667,1.0416666666666667,0.07112283872636578,0.05754727094913407
d_d003398,우도등대공원,제주,우도면,1,4.0,4.0,4.0,30.0,0,d003398,9,남,50,0,2,2,1,2,2,2,6,6,3.0,3,1,1.0,1.1428571428571428,1.1428571428571428,0.18082576742371925,0.1203727979034215
d_d010245,하우목동항,제주,우도면,1,5.0,5.0,5.0,360.0,1,d010245,22,여,30,1,2,7,2,1,4,4,5,7,1.0,2,1,1.0638297872340425,1.1111111111111112,1.0638297872340425,0.1410629701711247,0.12799721815961662
d_d003232,제주현대미술관,제주,한경면,3,4.0,4.0,4.0,60.0,0,d003232,6,여,40,1,2,1,4,3,2,2,2,4,2.0,1,0,1.0526315789473684,1.1111111111111112,1.1111111111111112,0.16386161920792597,0.12196670396638855
d_d001779,김녕해수욕장,제주,구좌읍,1,5.0,5.0,5.0,30.0,1,d001779,22,남,30,0,2,1,3,3,5,5,1,7,2.0,10,1,1.0,1.0,1.0,0.0,0.0
d_d000152,제주도서핑샵 문서프,제주,애월읍,5,5.0,5.0,5.0,60.0,0,d000152,5,남,20,1,7,1,1,3,7,4,3,3,2.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d001144,서귀포매일올레시장,서귀포,서귀동,4,4.0,4.0,3.0,60.0,1,d001144,23,여,50,0,2,4,3,4,2,5,2,6,2.0,1,0,0.9230769230769231,0.9230769230769231,0.75,-0.2328442166530781,-0.1062411155984011
d_d000267,한림공원,제주,한림읍,1,4.0,4.0,4.0,90.0,0,d000267,5,남,30,1,2,1,2,3,2,5,3,1,2.0,1,6,0.8888888888888888,0.8888888888888888,0.8888888888888888,-0.18966090327030843,-0.15345938919769067
d_d001084,금호리조트 제주아쿠아나,서귀포,남원읍,6,5.0,5.0,5.0,150.0,0,d001084,2,남,30,1,4,5,4,5,5,5,4,2,1.0,6,3,1.0,1.0,1.0,0.0,0.0
d_d003049,9.81파크,제주,애월읍,5,5.0,5.0,5.0,120.0,0,d003049,2,여,20,0,4,2,2,3,4,4,5,5,1.0,5,3,1.153846153846154,1.153846153846154,1.153846153846154,0.2626074045281195,0.21248223119680246
d_d010622,신양섭지해수욕장,서귀포,성산읍,1,5.0,5.0,5.0,30.0,1,d010622,8,남,30,1,1,2,2,4,2,1,7,6,3.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d000534,약천사,서귀포,대포동,2,5.0,5.0,5.0,30.0,1,d000534,26,남,20,0,6,1,1,1,6,1,1,7,7.0,3,1,1.0,1.0,1.0,0.0,0.0
d_d003822,본태박물관,서귀포,안덕면,2,4.0,3.0,3.0,120.0,0,d003822,3,여,20,0,3,2,1,3,3,4,5,5,1.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d002361,서귀포매일올레시장,서귀포,서귀동,4,4.0,4.0,4.0,180.0,1,d002361,1,여,20,0,3,2,3,1,4,3,4,3,2.0,1,2,1.0,1.1111111111111112,1.1111111111111112,0.14064226355178178,0.09362328725821681
d_d009973,레몬뮤지엄,서귀포,남원읍,3,4.0,3.0,3.0,120.0,0,d009973,21,여,20,0,2,3,2,4,5,2,6,7,2.0,1,0,1.2,1.2857142857142856,1.0,0.2822626498890735,0.3484505792978958
d_d009076,산방산탄산온천,서귀포,안덕면,6,4.0,3.0,3.0,120.0,1,d009076,10,여,20,0,2,6,2,2,2,6,4,5,1.0,2,1,1.0,1.0,1.0,0.0,0.0
d_d000741,서귀포매일올레시장,서귀포,서귀동,4,5.0,5.0,5.0,30.0,1,d000741,4,여,40,0,2,7,3,1,1,7,7,7,1.0,2,4,1.6666666666666667,1.0,1.0,0.2941118383111603,0.3590166116368428
d_d006339,휴애리자연생활공원,서귀포,남원읍,1,3.0,3.0,3.0,60.0,0,d006339,22,여,30,0,5,2,1,4,5,4,1,5,10.0,2,2,1.0,1.0,1.0,0.0,0.0
d_d001394,서귀포매일올레시장,서귀포,서귀동,4,5.0,5.0,5.0,30.0,0,d001394,5,남,20,0,4,4,4,4,2,4,4,4,2.0,6,0,1.0,1.0,1.0,0.0,0.0
d_d004236,김서프제주,서귀포,색달동,5,5.0,5.0,5.0,240.0,0,d004236,5,남,20,1,5,1,3,2,4,4,1,2,7.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d006215,카멜리아힐,서귀포,안덕면,1,5.0,5.0,5.0,90.0,0,d006215,5,여,30,0,4,5,5,3,6,4,6,2,1.0,3,3,1.0,1.0,1.0,0.0,0.0
d_d012349,추사유배지,서귀포,대정읍,2,5.0,5.0,5.0,30.0,0,d012349,3,여,40,0,1,4,3,4,1,3,4,5,2.0,2,1,1.0,1.1111111111111112,1.1111111111111112,0.14064226355178178,0.09362328725821681
d_d009986,이중섭미술관,서귀포,서귀동,3,4.0,3.0,3.0,30.0,0,d009986,24,남,20,1,2,2,1,6,6,2,6,5,7.0,3,1,1.0,0.9230769230769231,0.9230769230769231,-0.09736772092046421,-0.06481612194799617
d_d001464,제주커피박물관 바움,서귀포,성산읍,2,5.0,5.0,5.0,60.0,1,d001464,3,남,30,0,4,2,2,4,2,2,2,7,6.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d000148,도두봉,제주,도두일동,1,4.0,3.0,4.0,30.0,0,d000148,22,여,50,0,2,1,2,4,2,3,2,2,3.0,6,3,1.0,0.8999999999999999,1.2,0.04942552107769514,-0.08426095853239515
d_d004626,공백,제주,구좌읍,3,5.0,4.0,4.0,60.0,0,d004626,3,여,50,0,6,6,4,6,6,4,5,4,2.0,2,0,1.0,1.0,1.0,0.0,0.0
d_d005085,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,60.0,0,d005085,21,여,30,1,2,1,1,1,1,1,5,2,9.0,3,1,1.0,1.0,1.0,0.0,0.0
d_d001672,협재해수욕장,제주,한림읍,1,4.0,4.0,4.0,30.0,0,d001672,21,여,20,0,5,7,2,2,4,5,4,6,3.0,2,2,1.0666666666666667,1.2307692307692308,1.0666666666666667,0.22523889591255056,0.23035002700767299
d_d006679,제주곶자왈도립공원,서귀포,대정읍,1,5.0,5.0,5.0,60.0,0,d006679,1,여,30,1,1,1,4,6,2,1,4,2,10.0,3,0,1.0,1.0,1.0,0.0,0.0
d_d000308,오설록티뮤지엄,서귀포,안덕면,3,4.0,3.0,3.0,60.0,1,d000308,24,여,20,0,4,2,4,4,4,2,3,4,1.0,2,3,1.0,0.7894736842105263,0.7894736842105263,-0.266480078308639,-0.17739149164714751
d_d000368,제주동문재래야시장,제주,이도일동,4,5.0,5.0,5.0,60.0,1,d000368,5,남,40,1,4,2,4,2,5,4,5,6,1.0,3,1,1.1111111111111112,1.0,1.1111111111111112,0.11420514278308184,0.05983610193947382
