TRAVEL_ID,VISIT_AREA_NM,SI,Dong_Eup,VISIT_AREA_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,RESIDENCE_TIME_MIN,REVISIT_YN,TRAVELER_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM,DGSTFN_div_mean,REVISIT_INTENTION_div_mean,RCMDTN_INTENTION_div_mean,new_variable,new_variable_renewed
d_d004450,유채꽃프라자,서귀포,표선면,1,5.0,4.0,4.0,30.0,0,d004450,1,여,20,0,2,2,2,3,2,3,7,3,3.0,1,2,1.0,1.0,1.0,0.0,0.0
d_d005291,카멜리아힐,서귀포,안덕면,1,4.0,4.0,4.0,90.0,0,d005291,22,여,30,0,1,1,1,1,4,4,2,7,2.0,2,8,0.9230769230769231,0.9230769230769231,0.9230769230769231,-0.1313037022640596,-0.1062411155984011
d_d001902,오설록티뮤지엄,서귀포,안덕면,3,5.0,5.0,5.0,60.0,0,d001902,23,남,30,0,1,1,1,3,1,1,1,1,2.0,1,1,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.18966090327030843,0.15345938919769067
d_d004302,신화테마파크,서귀포,안덕면,6,5.0,5.0,5.0,90.0,0,d004302,2,남,40,0,1,1,3,4,4,4,3,5,7.0,1,2,1.25,1.4285714285714286,1.25,0.5480052188555224,0.49574962307408066
d_d004282,제주동문시장,제주,일도일동,4,4.0,4.0,4.0,120.0,0,d004282,1,여,20,0,3,6,6,4,3,3,3,5,1.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d010155,금능해수욕장,제주,한림읍,1,4.0,5.0,5.0,60.0,0,d010155,22,여,20,0,2,2,2,3,3,5,5,6,1.0,3,1,1.1428571428571428,1.1764705882352942,1.25,0.32953509919794155,0.22562794023985255
d_d004964,제주실탄사격장,서귀포,상예동,5,5.0,5.0,5.0,60.0,0,d004964,1,남,30,0,1,2,1,4,2,7,7,6,7.0,5,4,1.0526315789473684,1.0526315789473684,1.0526315789473684,0.08983937523330389,0.0726912896199586
d_d009002,윈드1947카트테마파크,서귀포,토평동,5,2.0,4.0,4.0,30.0,0,d009002,6,여,30,0,4,6,2,4,3,6,3,6,3.0,1,1,0.5,0.9411764705882353,0.8888888888888888,-0.32571754911469236,-0.31882772845257035
d_d004783,제주동문시장,제주,일도일동,4,4.0,4.0,4.0,90.0,1,d004783,22,여,30,0,4,3,2,3,4,3,3,5,9.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d000223,섭지코지,서귀포,성산읍,1,5.0,4.0,5.0,60.0,0,d000223,5,여,30,1,1,1,1,3,7,3,4,7,7.0,1,1,1.1111111111111112,1.1428571428571428,1.1111111111111112,0.2112196919809446,0.18020889984289531
d_d010057,검멀레해변,제주,우도면,1,5.0,5.0,5.0,30.0,0,d010057,1,여,20,0,2,1,3,4,2,4,6,6,6.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d004302,목장카페 밭디,서귀포,표선면,4,3.0,2.0,3.0,60.0,0,d004302,2,남,40,0,1,1,3,4,4,4,3,5,7.0,1,2,0.75,0.5714285714285714,0.75,-0.5480052188555224,-0.49574962307408066
d_d002539,용두암,제주,용담2동,1,3.0,2.0,2.0,30.0,0,d002539,22,여,20,0,2,2,1,4,3,5,1,7,1.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d009986,성산일출봉,서귀포,성산읍,1,4.0,3.0,3.0,60.0,1,d009986,24,남,20,1,2,2,1,6,6,2,6,5,7.0,3,1,1.0,0.9230769230769231,0.9230769230769231,-0.09736772092046421,-0.06481612194799617
d_d006117,롯데마트 제주점,제주,노형동,4,4.0,4.0,4.0,30.0,1,d006117,1,여,20,0,2,1,2,3,6,3,5,7,5.0,2,0,1.0,1.0,1.0,0.0,0.0
d_d010520,휘닉스제주 유민미술관,서귀포,성산읍,3,5.0,5.0,5.0,60.0,0,d010520,5,여,20,0,4,1,3,2,5,3,5,6,5.0,6,0,1.0,1.0,1.0,0.0,0.0
d_d003875,카멜리아힐,서귀포,안덕면,1,5.0,5.0,5.0,90.0,0,d003875,21,여,30,1,1,1,4,2,4,4,2,6,3.0,6,4,1.25,1.3636363636363638,1.3636363636363638,0.570575710990698,0.44103471493616186
d_d002137,검멀레해변,제주,우도면,1,3.0,2.0,3.0,30.0,0,d002137,21,여,20,0,6,4,5,2,6,4,5,5,2.0,1,3,0.8,1.0,0.8,-0.2055692570095472,-0.10770498349105283
d_d010097,서귀포매일올레시장,서귀포,서귀동,4,5.0,5.0,5.0,60.0,0,d010097,11,남,30,1,2,2,3,4,6,3,4,4,7.0,4,3,1.25,1.3157894736842106,1.3888888888888888,0.5528979141089562,0.4007184668345374
d_d000354,훈데르트바서파크,제주,우도면,3,5.0,5.0,5.0,120.0,0,d000354,21,여,20,0,2,1,2,4,4,3,6,7,1.0,2,1,1.0,1.153846153846154,1.0714285714285714,0.14638281594139596,0.12963224389599254
d_d005738,김녕해수욕장,제주,구좌읍,1,4.0,5.0,4.0,90.0,0,d005738,11,남,40,0,2,3,1,4,4,4,5,4,7.0,2,4,1.0,1.153846153846154,1.0,0.10447720682846771,0.12963224389599254
d_d010501,서귀포매일올레시장,서귀포,서귀동,4,4.0,4.0,4.0,90.0,1,d010501,1,여,20,0,1,4,3,4,3,2,6,6,1.0,1,1,0.9230769230769231,0.8571428571428571,0.9230769230769231,-0.17607964804768864,-0.16179779155382648
d_d000483,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,120.0,0,d000483,22,여,20,0,5,1,1,5,2,1,1,7,5.0,5,1,1.0,1.0,1.0,0.0,0.0
d_d012401,붉은오름자연휴양림,서귀포,표선면,1,5.0,5.0,5.0,30.0,1,d012401,1,남,30,0,3,5,2,3,4,5,4,4,1.0,3,1,1.0,1.0,1.0,0.0,0.0
d_d002773,스누피가든,제주,구좌읍,3,5.0,2.0,5.0,180.0,0,d002773,2,남,30,1,4,4,3,4,4,5,3,6,2.0,2,2,1.1363636363636362,0.6666666666666666,1.1363636363636362,-0.08620642440971597,-0.20743464575802345
d_d002223,제주동문재래시장,제주,이도일동,4,4.0,5.0,4.0,60.0,0,d002223,22,남,20,0,7,2,1,6,6,2,6,2,2.0,6,3,1.0,1.1111111111111112,1.0,0.07545576048722666,0.09362328725821681
d_d000889,만장굴,제주,구좌읍,1,4.0,4.0,4.0,90.0,0,d000889,24,남,40,1,1,4,3,3,4,4,2,4,2.0,2,1,1.0,1.0666666666666667,1.0666666666666667,0.084385358131069,0.05617397235493004
d_d000120,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,330.0,0,d000120,2,여,50,0,1,1,3,1,1,6,2,4,1.0,1,3,1.0,1.0,1.0,0.0,0.0
d_d004592,올레길 7코스(서귀포-월평 올레),서귀포,서귀동,7,5.0,5.0,5.0,30.0,1,d004592,21,여,30,0,1,3,2,2,2,2,2,3,1.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d002124,아르떼뮤지엄 제주,제주,애월읍,3,5.0,5.0,5.0,60.0,1,d002124,1,여,20,1,3,4,6,3,4,5,5,3,1.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d007636,수풍석박물관,서귀포,안덕면,2,4.0,2.0,3.0,90.0,0,d007636,6,여,20,0,1,7,1,7,1,1,7,1,2.0,1,0,0.8888888888888888,0.5714285714285714,0.75,-0.48673191920736414,-0.4209544956497385
d_d002476,금능해수욕장,제주,한림읍,1,5.0,5.0,5.0,30.0,1,d002476,23,여,30,0,1,1,4,1,1,3,2,6,3.0,2,4,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.18966090327030843,0.15345938919769067
d_d004673,오설록티뮤지엄,서귀포,안덕면,3,5.0,5.0,5.0,90.0,1,d004673,21,여,20,0,2,2,1,2,1,1,2,4,7.0,2,1,1.0,1.0,1.0,0.0,0.0
d_d000302,세화해변,제주,구좌읍,1,3.0,3.0,4.0,90.0,0,d000302,21,남,40,1,2,2,4,4,6,4,2,5,10.0,6,2,0.75,0.75,0.9411764705882353,-0.31457790208535646,-0.34528362569480375
d_d002412,서귀포매일올레시장,서귀포,서귀동,4,4.0,4.0,4.0,60.0,1,d002412,28,여,30,0,3,2,5,3,3,4,5,5,6.0,4,1,0.9230769230769231,1.2,1.0,0.10188438753341249,0.12709692341438522
d_d002102,제주동문시장,제주,일도일동,4,4.0,5.0,5.0,60.0,1,d002102,2,남,20,0,4,6,4,6,6,5,6,1,2.0,2,1,0.8888888888888888,1.0,1.0,-0.04901863971852673,-0.05983610193947382
d_d002025,김녕해수욕장,제주,구좌읍,1,5.0,5.0,5.0,60.0,0,d002025,22,여,20,1,3,2,3,2,3,5,4,6,3.0,6,1,1.153846153846154,1.153846153846154,1.25,0.31901880141090755,0.21248223119680246
d_d001884,제주동문재래시장,제주,이도일동,4,5.0,5.0,5.0,30.0,1,d001884,21,남,20,0,2,1,1,1,4,2,1,7,8.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d002317,비자림,제주,구좌읍,1,3.0,3.0,3.0,60.0,0,d002317,22,남,30,1,2,2,2,2,2,2,6,1,1.0,2,1,0.9375,0.9375,0.8823529411764706,-0.13903785336055927,-0.08632090642370094
d_d009053,아프리카박물관,서귀포,대포동,2,1.0,1.0,1.0,30.0,0,d009053,2,여,30,0,4,5,1,4,7,2,4,5,7.0,1,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.1379654196218507,-0.9207563351861436
d_d001220,세리월드,서귀포,법환동,5,4.0,3.0,3.0,60.0,0,d001220,2,여,40,1,2,4,2,2,2,3,6,4,7.0,1,2,1.0,1.0,0.8571428571428571,-0.08381121822585659,0.0
d_d002923,세화해변,제주,구좌읍,1,4.0,5.0,5.0,120.0,0,d002923,23,여,40,0,4,4,4,4,4,4,4,4,1.0,2,4,1.0,1.0,1.0,0.0,0.0
d_d012054,협재해수욕장,제주,한림읍,1,5.0,5.0,5.0,30.0,1,d012054,22,여,20,0,4,3,4,4,4,5,5,6,3.0,3,1,1.0,1.0,1.0,0.0,0.0
d_d002221,약천사,서귀포,대포동,2,5.0,5.0,5.0,30.0,0,d002221,1,남,30,0,2,1,1,2,3,4,6,6,2.0,4,1,1.0,1.0,1.0,0.0,0.0
d_d005079,산방산탄산온천,서귀포,안덕면,6,4.0,4.0,3.0,150.0,0,d005079,10,여,40,0,4,1,4,3,4,2,7,4,2.0,1,1,0.8571428571428571,1.0,0.6923076923076924,-0.24354043537731324,-0.07693213106503777
d_d010097,홈플러스 서귀포점,서귀포,동홍동,4,3.0,3.0,3.0,90.0,0,d010097,11,남,30,1,2,2,3,4,6,3,4,4,7.0,4,3,0.75,0.7894736842105263,0.8333333333333333,-0.3510405033077366,-0.3120227210109636
d_d007747,제주동문재래야시장,제주,이도일동,4,5.0,4.0,4.0,30.0,1,d007747,22,남,20,0,4,4,4,5,5,3,4,5,6.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d010211,비자림,제주,구좌읍,2,5.0,4.0,4.0,60.0,0,d010211,22,여,20,0,2,2,2,3,3,4,3,4,2.0,1,1,1.0,0.8888888888888888,0.8888888888888888,-0.14064226355178178,-0.09362328725821681
d_d001884,방주교회,서귀포,안덕면,2,5.0,5.0,5.0,30.0,0,d001884,21,남,20,0,2,1,1,1,4,2,1,7,8.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d009464,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,30.0,0,d009464,22,여,20,0,1,3,2,6,7,6,6,6,3.0,2,1,1.1904761904761905,1.3157894736842106,1.1363636363636362,0.37848678521692547,0.36866341222410504
d_d001220,도치돌목장,제주,애월읍,6,4.0,3.0,4.0,60.0,0,d001220,2,여,40,1,2,4,2,2,2,3,6,4,7.0,1,2,1.0,1.0,1.1428571428571428,0.08381121822585652,0.0
d_d003738,약천사,서귀포,대포동,2,5.0,5.0,5.0,120.0,0,d003738,3,여,40,0,1,4,1,1,7,7,1,1,6.0,1,0,1.25,1.25,1.25,0.4267370323581939,0.34528362569480375
d_d002588,용두암,제주,용담2동,1,5.0,5.0,5.0,30.0,0,d002588,1,여,30,0,4,4,5,4,4,5,3,4,3.0,4,3,1.0869565217391306,1.1904761904761905,1.1363636363636362,0.24771676335398565,0.20732531756299089
d_d006384,협재해수욕장,제주,한림읍,1,5.0,5.0,5.0,90.0,1,d006384,22,여,20,0,4,1,1,1,3,2,7,4,2.0,2,0,1.153846153846154,1.3636363636363638,1.3636363636363638,0.528155734311204,0.38925347287315576
d_d000275,제주동문시장,제주,일도일동,4,4.0,4.0,4.0,30.0,1,d000275,11,여,20,0,5,2,2,3,5,6,3,7,1.0,4,0,0.9230769230769231,0.9230769230769231,0.9230769230769231,-0.1313037022640596,-0.1062411155984011
d_d002028,김녕해수욕장,제주,구좌읍,1,5.0,3.0,4.0,90.0,0,d002028,24,여,20,1,5,2,1,2,4,3,6,5,7.0,4,0,1.0,0.75,0.8888888888888888,-0.234961964160815,-0.2106523963309877
d_d010245,제주민속촌,서귀포,표선면,2,5.0,5.0,5.0,120.0,0,d010245,22,여,30,1,2,7,2,1,4,4,5,7,1.0,2,1,1.0638297872340425,1.1111111111111112,1.0638297872340425,0.1410629701711247,0.12799721815961662
d_d009528,제주동문시장,제주,일도일동,4,4.0,5.0,5.0,60.0,1,d009528,22,여,20,0,6,1,3,3,2,4,2,5,1.0,2,0,1.0666666666666667,1.1764705882352942,1.1764705882352942,0.25278419064865176,0.18459747033849913
d_d002221,협재해수욕장,제주,한림읍,1,5.0,5.0,5.0,30.0,0,d002221,1,남,30,0,2,1,1,2,3,4,6,6,2.0,4,1,1.0,1.0,1.0,0.0,0.0
d_d005005,섭지코지,서귀포,성산읍,1,5.0,5.0,5.0,60.0,1,d005005,22,남,20,0,4,1,1,3,1,1,1,7,1.0,5,1,1.0,1.0,1.0526315789473684,0.03087781724110501,0.0
d_d009541,에코랜드테마파크,제주,조천읍,6,5.0,5.0,5.0,120.0,1,d009541,2,남,30,0,1,1,1,5,6,3,5,7,7.0,1,3,1.0,1.0,1.0,0.0,0.0
d_d003784,오설록티뮤지엄,서귀포,안덕면,3,4.0,5.0,5.0,60.0,1,d003784,25,여,20,0,3,1,2,2,2,4,3,4,3.0,1,1,0.8888888888888888,1.0,1.0,-0.04901863971852673,-0.05983610193947382
d_d000357,섭지코지,서귀포,성산읍,1,5.0,5.0,5.0,90.0,1,d000357,21,여,30,1,4,1,4,4,3,4,7,7,6.0,1,3,1.0526315789473684,1.0526315789473684,1.0526315789473684,0.08983937523330389,0.0726912896199586
d_d011430,제주동문재래시장,제주,이도일동,4,5.0,5.0,5.0,210.0,1,d011430,1,여,30,0,1,1,7,1,4,4,4,7,3.0,1,4,1.0,1.0,1.0,0.0,0.0
d_d005520,홈플러스 서귀포점,서귀포,동홍동,4,5.0,5.0,5.0,60.0,1,d005520,13,여,50,0,2,1,2,2,2,2,2,2,1.0,5,0,1.25,1.25,1.25,0.4267370323581939,0.34528362569480375
d_d012315,제주현대미술관,제주,한경면,3,5.0,5.0,5.0,30.0,1,d012315,6,여,30,0,5,6,4,2,6,5,1,7,1.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d002747,테디베어뮤지엄 제주점,서귀포,색달동,3,5.0,5.0,5.0,60.0,0,d002747,23,여,20,0,1,2,1,1,1,1,5,7,2.0,1,3,1.0,1.0,1.0,0.0,0.0
d_d004738,홈플러스 서귀포점,서귀포,동홍동,4,3.0,3.0,3.0,60.0,0,d004738,12,여,30,0,6,3,5,4,5,6,6,2,1.0,2,3,0.8333333333333333,0.8823529411764706,0.8823529411764706,-0.22244329745614724,-0.1888846923590873
d_d009718,신화테마파크,서귀포,안덕면,6,3.0,2.0,2.0,60.0,0,d009718,22,여,20,0,3,3,2,3,4,4,6,4,10.0,1,0,0.75,0.6,0.5454545454545455,-0.6486047351120626,-0.4716750634933964
d_d005975,아르떼뮤지엄 제주,제주,애월읍,3,3.0,3.0,3.0,60.0,0,d005975,2,여,20,0,4,2,3,2,1,7,1,5,2.0,4,3,0.8181818181818182,0.8999999999999999,0.8181818181818182,-0.254791327174456,-0.1821745798878977
d_d001909,중문대포주상절리대,서귀포,중문동,1,5.0,5.0,5.0,60.0,1,d001909,28,여,20,0,1,1,1,4,4,4,1,7,1.0,1,1,1.0714285714285714,1.0714285714285714,1.0714285714285714,0.12192486638805536,0.0986524644842296
d_d001046,테디베어뮤지엄 제주점,서귀포,색달동,3,5.0,5.0,5.0,90.0,1,d001046,2,남,20,0,2,1,1,7,6,5,1,1,7.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d005416,아르떼뮤지엄 제주,제주,애월읍,3,2.0,2.0,3.0,90.0,0,d005416,6,여,20,1,1,1,5,2,1,6,1,7,2.0,3,0,1.0,1.0,1.0,0.0,0.0
d_d002910,소길별하,제주,애월읍,4,4.0,3.0,5.0,90.0,0,d002910,21,남,30,1,1,6,1,4,5,2,3,5,1.0,4,1,1.0,1.0,1.25,0.14666963189524895,0.0
d_d002808,서귀포매일올레시장,서귀포,서귀동,4,4.0,4.0,4.0,90.0,1,d002808,1,여,30,0,3,6,6,3,2,6,2,2,1.0,2,2,1.0,1.090909090909091,1.0,0.061736531307730956,0.07660087139308656
d_d000812,섭지코지,서귀포,성산읍,1,4.0,4.0,4.0,60.0,0,d000812,22,여,30,0,3,2,3,3,4,6,2,7,1.0,3,1,1.0,1.1428571428571428,1.1428571428571428,0.18082576742371925,0.1203727979034215
d_d011314,오늘은녹차한잔,서귀포,표선면,1,5.0,3.0,5.0,90.0,0,d011314,2,남,30,0,3,1,1,3,6,4,6,7,1.0,1,1,1.1111111111111112,0.8571428571428571,1.1111111111111112,0.017190593585219027,-0.06053669596394776
d_d001522,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,60.0,1,d001522,4,남,40,1,2,2,6,2,6,6,2,3,2.0,6,5,1.09375,1.129032258064516,1.129032258064516,0.20468597687102746,0.15921052847258585
d_d001522,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,60.0,1,d001522,4,남,40,1,2,2,6,2,6,6,2,3,2.0,6,5,1.09375,1.129032258064516,1.129032258064516,0.20468597687102746,0.15921052847258585
d_d001340,섭지코지,서귀포,성산읍,1,4.0,4.0,4.0,60.0,1,d001340,22,여,20,0,4,5,2,4,4,2,4,6,1.0,4,1,0.9032258064516129,0.875,0.875,-0.20091620044414865,-0.15744151275793877
d_d009475,휴애리자연생활공원,서귀포,남원읍,1,4.0,4.0,4.0,90.0,0,d009475,22,여,20,0,2,1,1,4,5,2,4,5,1.0,1,0,0.8695652173913044,0.9090909090909091,0.8695652173913044,-0.19580343805308775,-0.14684325193072956
d_d000534,서귀포매일올레시장,서귀포,서귀동,4,5.0,5.0,5.0,90.0,1,d000534,26,남,20,0,6,1,1,1,6,1,1,7,7.0,3,1,1.0,1.0,1.0,0.0,0.0
d_d009147,서귀포매일올레시장,서귀포,서귀동,4,5.0,5.0,5.0,30.0,0,d009147,23,여,20,0,2,5,1,1,1,3,4,3,1.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d009574,대한불교조계종천왕사,제주,노형동,2,3.0,2.0,2.0,30.0,0,d009574,6,여,20,0,4,3,2,4,6,2,2,6,1.0,5,1,0.6923076923076924,0.6,0.5454545454545455,-0.674056721119759,-0.5027438087312002
d_d002773,뽀로로앤타요테마파크 제주,서귀포,안덕면,6,5.0,5.0,5.0,150.0,0,d002773,2,남,30,1,4,4,3,4,4,5,3,6,2.0,2,2,1.1363636363636362,1.6666666666666667,1.1363636363636362,0.5928954199753237,0.6351749395659274
d_d009829,제주동문시장,제주,일도일동,4,5.0,5.0,5.0,60.0,0,d009829,24,여,20,1,2,1,3,7,7,4,5,5,1.0,1,0,1.0,1.0,1.0,0.0,0.0
d_d001935,훈데르트바서파크,제주,우도면,3,3.0,3.0,2.0,60.0,0,d001935,21,여,30,0,2,3,4,4,3,2,5,3,2.0,4,2,0.7894736842105263,0.7894736842105263,0.5555555555555556,-0.49659224422701614,-0.29076515847983475
d_d000302,비자림,제주,구좌읍,1,5.0,5.0,5.0,120.0,1,d000302,21,남,40,1,2,2,4,4,6,4,2,5,10.0,6,2,1.25,1.25,1.1764705882352942,0.38359890533017954,0.34528362569480375
d_d002732,협재해수욕장,제주,한림읍,1,5.0,5.0,5.0,30.0,1,d002732,22,여,30,0,3,3,2,3,4,4,6,7,1.0,3,1,1.0,1.0,1.0,0.0,0.0
d_d003166,제주동문재래시장,제주,이도일동,4,5.0,5.0,5.0,60.0,1,d003166,2,여,20,0,2,2,2,3,2,2,2,6,2.0,4,1,1.0,1.0,1.0,0.0,0.0
d_d002972,성이시돌목장,제주,한림읍,1,4.0,3.0,3.0,60.0,0,d002972,22,여,30,0,4,2,4,2,2,2,2,7,3.0,1,2,0.9230769230769231,0.8999999999999999,0.8181818181818182,-0.20851498897864404,-0.12568595218280007
d_d001558,섭지코지,서귀포,성산읍,1,5.0,5.0,5.0,60.0,0,d001558,27,여,20,0,2,3,2,5,5,3,2,6,7.0,1,0,1.0344827586206897,1.0714285714285714,1.0344827586206897,0.0839502499454051,0.07875622369154749
d_d011027,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,90.0,1,d011027,21,여,30,0,1,4,3,3,1,3,2,7,1.0,3,2,1.0416666666666667,1.1363636363636362,1.0869565217391306,0.16200231099352178,0.13733984531693227
d_d008184,신화워터파크,서귀포,안덕면,6,4.0,3.0,3.0,180.0,1,d008184,2,여,40,0,1,1,1,3,2,1,4,1,1.0,1,3,1.090909090909091,1.0,1.0,0.040106159769703734,0.04895681067775136
d_d002703,아르떼뮤지엄 제주,제주,애월읍,3,4.0,2.0,4.0,60.0,0,d002703,28,여,30,0,2,2,3,3,3,2,5,4,7.0,5,8,1.0,1.0,1.0,0.0,0.0
d_d006778,에코랜드테마파크,제주,조천읍,6,5.0,5.0,5.0,90.0,1,d006778,2,남,40,1,1,7,1,1,2,6,2,6,6.0,5,3,1.0416666666666667,1.0416666666666667,1.0416666666666667,0.07112283872636578,0.05754727094913407
d_d011314,고흐의정원,서귀포,성산읍,6,5.0,3.0,5.0,120.0,0,d011314,2,남,30,0,3,1,1,3,6,4,6,7,1.0,1,1,1.1111111111111112,0.8571428571428571,1.1111111111111112,0.017190593585219027,-0.06053669596394776
d_d001764,생각하는정원,제주,한경면,1,4.0,4.0,4.0,60.0,0,d001764,2,여,30,1,3,5,3,3,3,3,3,6,9.0,4,4,1.0,0.9411764705882353,0.9411764705882353,-0.07445766893917857,-0.04956526972493829
d_d009139,서귀포예술의전당,서귀포,서홍동,3,5.0,5.0,5.0,60.0,0,d009139,6,남,20,0,5,4,5,2,6,1,4,7,10.0,2,1,1.0,1.0,1.0,0.0,0.0
d_d001291,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,90.0,1,d001291,3,여,40,1,2,4,1,6,2,1,3,1,1.0,1,0,1.2,1.2,1.153846153846154,0.31431215538281687,0.2762269005558429
d_d000780,서귀포매일올레시장,서귀포,서귀동,4,5.0,5.0,5.0,30.0,0,d000780,6,여,20,0,4,1,1,1,4,1,2,4,9.0,2,1,1.0526315789473684,1.1764705882352942,1.0526315789473684,0.17393867484755035,0.17703922588298665
d_d010245,에코랜드테마파크,제주,조천읍,6,5.0,5.0,5.0,90.0,1,d010245,22,여,30,1,2,7,2,1,4,4,5,7,1.0,2,1,1.0638297872340425,1.1111111111111112,1.0638297872340425,0.1410629701711247,0.12799721815961662
d_d000956,서귀포매일올레시장,서귀포,서귀동,4,4.0,4.0,4.0,30.0,0,d000956,5,남,20,0,2,2,2,4,2,3,3,5,7.0,3,7,1.0,1.0,1.0,0.0,0.0
d_d007594,수목원테마파크,제주,연동,6,4.0,4.0,4.0,30.0,1,d007594,2,여,30,0,4,2,1,2,4,4,3,7,3.0,3,3,0.8888888888888888,0.8888888888888888,0.8888888888888888,-0.18966090327030843,-0.15345938919769067
d_d001413,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,60.0,0,d001413,11,여,20,1,1,1,1,2,6,6,7,6,3.0,1,2,1.0,1.0,1.0,0.0,0.0
d_d006739,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,30.0,0,d006739,28,남,20,0,4,2,2,6,4,5,2,4,1.0,3,0,1.1904761904761905,1.3888888888888888,1.0869565217391306,0.39914263964595975,0.4302576801571422
d_d010501,협재해수욕장,제주,한림읍,1,5.0,5.0,5.0,30.0,1,d010501,1,여,20,0,1,4,3,4,3,2,6,6,1.0,1,1,1.153846153846154,1.0714285714285714,1.153846153846154,0.20663747229858323,0.14303638625252066
d_d007835,루나폴,서귀포,안덕면,6,5.0,5.0,5.0,60.0,0,d007835,28,남,30,1,2,4,4,1,3,4,3,4,2.0,1,1,1.0,1.0,1.0,0.0,0.0
d_d010061,제주동문시장,제주,일도일동,4,5.0,5.0,5.0,60.0,0,d010061,22,여,20,0,3,2,3,2,3,4,6,6,9.0,15,1,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.18966090327030843,0.15345938919769067
d_d003330,쇠소깍,서귀포,하효동,1,5.0,3.0,5.0,30.0,0,d003330,23,여,20,0,6,1,1,2,4,2,4,6,1.0,2,1,1.0,0.8571428571428571,1.0,-0.09701454919786284,-0.12037279790342159
d_d000780,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,30.0,0,d000780,6,여,20,0,4,1,1,1,4,1,2,4,9.0,2,1,1.0526315789473684,1.1764705882352942,1.0526315789473684,0.17393867484755035,0.17703922588298665
d_d004491,협재해수욕장,제주,한림읍,1,5.0,5.0,5.0,0.0,1,d004491,1,여,30,1,4,1,1,2,4,6,6,7,2.0,3,1,1.0,1.0,1.0,0.0,0.0
d_d000288,아르떼뮤지엄 제주,제주,애월읍,3,4.0,3.0,4.0,90.0,0,d000288,1,여,20,0,2,2,3,2,5,4,5,5,7.0,2,2,0.9230769230769231,0.8181818181818182,0.9230769230769231,-0.2025381614652875,-0.19462673643657777
d_d006014,신세계사이먼 제주프리미엄전문점,서귀포,안덕면,4,5.0,5.0,5.0,60.0,1,d006014,1,여,30,0,5,1,1,4,4,4,7,2,3.0,3,1,1.153846153846154,1.153846153846154,1.153846153846154,0.2626074045281195,0.21248223119680246
d_d007774,제주동문재래시장,제주,이도일동,4,5.0,5.0,5.0,30.0,0,d007774,6,남,20,0,1,1,1,4,6,4,6,3,2.0,2,1,1.153846153846154,1.25,1.25,0.38431705567869984,0.2935023836317976
d_d002025,절물자연휴양림,제주,봉개동,1,4.0,4.0,4.0,120.0,0,d002025,22,여,20,1,3,2,3,2,3,5,4,6,3.0,6,1,0.9230769230769231,0.9230769230769231,1.0,-0.08617458475782917,-0.1062411155984011
d_d001747,도두봉,제주,도두일동,1,5.0,5.0,5.0,30.0,0,d001747,23,여,30,0,4,1,7,1,4,1,7,7,1.0,2,1,1.0,1.0,1.0,0.0,0.0
d_d003795,비자림,제주,구좌읍,1,5.0,5.0,5.0,60.0,1,d003795,22,여,30,0,4,1,1,1,4,1,1,7,1.0,2,3,1.25,1.3636363636363638,1.5,0.6505773283881066,0.44103471493616186
d_d004238,제주현대미술관,제주,한경면,3,5.0,5.0,5.0,30.0,0,d004238,6,여,40,0,6,6,1,2,6,6,6,7,2.0,2,2,1.0,1.0,1.0,0.0,0.0
d_d001159,이마트 서귀포점,서귀포,법환동,4,5.0,5.0,5.0,30.0,0,d001159,23,남,30,1,4,1,1,1,4,4,7,4,4.0,1,2,1.0,1.0,1.0,0.0,0.0
