iter	RMSE
1513	0.1850877434
1514	0.1850550751
1515	0.1850222918
1516	0.1850051686
1517	0.1849908361
1518	0.1849488632
1519	0.1849446317
1520	0.1848966173
1521	0.1848395248
1522	0.184813919
1523	0.1847829586
1524	0.1847354838
1525	0.1847290072
1526	0.184705027
1527	0.1846918765
1528	0.1846649852
1529	0.1846162819
1530	0.184606295
1531	0.1845521822
1532	0.1845370803
1533	0.184493804
1534	0.1844474168
1535	0.1844386789
1536	0.1844294107
1537	0.1843620364
1538	0.184333025
1539	0.1842907286
1540	0.1842505055
1541	0.1842191685
1542	0.1841739665
1543	0.1841621678
1544	0.184135363
1545	0.1841265199
1546	0.1841221419
1547	0.184093188
1548	0.1840598936
1549	0.1840187727
1550	0.1840008259
1551	0.1839731572
1552	0.183969622
1553	0.1839614103
1554	0.1839470098
1555	0.1839357555
1556	0.1839231191
1557	0.1838644202
1558	0.1838294544
1559	0.1838093544
1560	0.1838027825
1561	0.1837991096
1562	0.1837765242
1563	0.1837573423
1564	0.1837526968
1565	0.1837367017
1566	0.1836952116
1567	0.1836474415
1568	0.1836096797
1569	0.1835830325
1570	0.1835807559
1571	0.1835474032
1572	0.1835126205
1573	0.1834884921
1574	0.1834590362
1575	0.1834340267
1576	0.1834066585
1577	0.1833975263
1578	0.1833657314
1579	0.1833406932
1580	0.1833400292
1581	0.1833052062
1582	0.1832867356
1583	0.1832756072
1584	0.1832525978
1585	0.1832338907
1586	0.1831900455
1587	0.1831417313
1588	0.1831221368
1589	0.183088723
1590	0.1830781509
1591	0.1830592155
1592	0.1830013054
1593	0.1829770047
1594	0.1829546907
1595	0.1829398823
1596	0.182865891
1597	0.1828568961
1598	0.1828297998
1599	0.1828021305
1600	0.1827877024
1601	0.1827493275
1602	0.1827440006
1603	0.1827157028
1604	0.1826948113
1605	0.1826450046
1606	0.1825929113
1607	0.1825899109
1608	0.1825493506
1609	0.1825244722
